,id_1,id_2,similarity
0,55414,77909,0.949427570977985
1,55414,143085,0.9462662421063598
2,55414,143087,0.949427570977985
3,55414,146546,0.9873381429906251
4,55414,160671,0.9709305101660081
5,55414,168933,0.9822428464546027
6,55414,287007,0.9751171370336047
7,55414,292179,0.9749824167928315
8,55414,292563,0.9874570598944444
9,55414,303839,0.9751910322800859
10,55414,310530,0.9875740645507365
11,55414,311826,0.9781624748661407
12,55414,312305,0.9695738012449459
13,77909,143085,0.9988200514681724
14,77909,143087,1.0
15,77909,146546,0.966486064470399
16,77909,160671,0.9585379110652352
17,77909,168933,0.9206133857133637
18,77909,287007,0.970361192241142
19,77909,292179,0.9464884271798859
20,77909,292563,0.9590973362198366
21,77909,303839,0.9259271877721528
22,77909,310530,0.9647603917082204
23,77909,311826,0.9623533454058613
24,77909,312305,0.9268441368730409
25,143085,143087,0.9988200514681724
26,143085,146546,0.9656303344709187
27,143085,160671,0.9558936646743073
28,143085,168933,0.9171517476449563
29,143085,287007,0.9679939873686012
30,143085,292179,0.9431151079407378
31,143085,292563,0.9566079540808013
32,143085,303839,0.9212953310115235
33,143085,310530,0.9622642681480098
34,143085,311826,0.957817202117681
35,143085,312305,0.9274983109356912
36,143087,146546,0.966486064470399
37,143087,160671,0.9585379110652352
38,143087,168933,0.9206133857133637
39,143087,287007,0.970361192241142
40,143087,292179,0.9464884271798859
41,143087,292563,0.9590973362198366
42,143087,303839,0.9259271877721528
43,143087,310530,0.9647603917082204
44,143087,311826,0.9623533454058613
45,143087,312305,0.9268441368730409
46,146546,160671,0.9672667434102648
47,146546,168933,0.9686474791255744
48,146546,287007,0.978878391813246
49,146546,292179,0.9678762596153021
50,146546,292563,0.9848948557659873
51,146546,303839,0.9609393141378298
52,146546,310530,0.9864104622449977
53,146546,311826,0.9742386818918437
54,146546,312305,0.9662334389577882
55,160671,168933,0.9590972543781736
56,160671,287007,0.9656951772433818
57,160671,292179,0.9565352325946624
58,160671,292563,0.9743928981901187
59,160671,303839,0.9588723812195321
60,160671,310530,0.9738613133780476
61,160671,311826,0.9728747991365811
62,160671,312305,0.9536590543839866
63,168933,287007,0.9577144383111773
64,168933,292179,0.963565989647657
65,168933,292563,0.9763372535074605
66,168933,303839,0.983075763605726
67,168933,310530,0.9732709239199285
68,168933,311826,0.9702598756745473
69,168933,312305,0.9712307025409629
70,287007,292179,0.9678370091382025
71,287007,292563,0.9820944733447203
72,287007,303839,0.9521982258795035
73,287007,310530,0.982645737129202
74,287007,311826,0.9722988759351704
75,287007,312305,0.9512974982322963
76,292179,292563,0.9773061927118578
77,292179,303839,0.9639145821074514
78,292179,310530,0.976671926577964
79,292179,311826,0.9745991451700001
80,292179,312305,0.9415648357459468
81,292563,303839,0.9748281832858712
82,292563,310530,0.9889421022492657
83,292563,311826,0.981903445186785
84,292563,312305,0.9630728873834221
85,303839,310530,0.9709204594128695
86,303839,311826,0.9783657370643356
87,303839,312305,0.9570512495381827
88,310530,311826,0.9851703538270795
89,310530,312305,0.964184954335128
90,311826,312305,0.9507958107720386
